status,url_length,domain_length,path_length,count_dots,count_hyphens,count_subdomains,has_ip,has_at,has_double_slash,is_https,num_params,sensitive_words,special_chars,digit_ratio,vowels_in_domain,has_prefix_suffix,avg_word_len_path,count_ampersands,count_equals,is_shortened,shannon_entropy,relative_entropy,count_slashes
0,-0.4362454791818733,-0.19486013890357481,-0.4379048638325541,0.37918046972587977,-0.477983964064002,-0.060963654381779676,0,0,0,0,-0.28453088939887083,-0.3414517118974819,-0.48997188297831795,-0.5946658632415746,-0.3469855450707211,0,0.30692818566531027,-0.1976037016602993,-0.2936828780275021,0,-1.1321603642776932,0.1430434881393911,-0.6851610155380863
1,0.2872119772621022,0.1762711066982351,0.8600069230277743,-1.0810731586322084,-0.477983964064002,-1.2223212703546813,0,0,0,0,-0.28453088939887083,-0.3414517118974819,-0.48997188297831795,1.8759190563074877,0.525631568275449,0,-0.1965735526348317,-0.1976037016602993,-0.2936828780275021,0,0.5703155283683418,1.056601487870798,0.3774428389531385
1,1.173447361405972,2.681407014510452,-0.11342691711747202,1.1093072839049238,0.001173789773179425,2.2617515775640236,0,0,0,1,2.642731096045858,3.6779026310358014,1.4879121440187415,1.092759784424288,3.1434829083139597,0,-0.8199566571969122,2.237555662196543,2.7115053904186475,0,1.578932700110839,0.4541219474863654,0.3774428389531385
0,-0.7798877709927616,-0.9371226301071947,-0.8344890209287655,-0.35094634445316436,-0.477983964064002,-0.060963654381779676,0,0,0,0,-0.28453088939887083,-0.3414517118974819,-0.8196192208111611,-0.5946658632415746,-0.9287302873015012,0,-1.2035770292351156,-0.1976037016602993,-0.2936828780275021,0,-2.045956458737974,0.18957966815731808,-1.2164629427836986
0,-0.11068962378208433,-0.5659913845053847,0.3552634503598688,-0.35094634445316436,0.48033154361036096,-0.060963654381779676,0,0,0,0,-0.28453088939887083,-0.3414517118974819,0.004499123770946915,-0.5946658632415746,-0.6378579161861111,0,1.1460977494988802,-0.1976037016602993,-0.2936828780275021,0,-0.2607354382632204,-0.5262580359883406,0.3774428389531385
1,-0.5266776612373701,0.26905391809868756,-0.7984359157382009,0.37918046972587977,0.001173789773179425,1.100393961591122,0,0,0,0,-0.28453088939887083,-0.3414517118974819,-0.3251482140618963,-0.5946658632415746,0.525631568275449,1,-1.2035770292351156,-0.1976037016602993,-0.2936828780275021,0,-1.470251594580767,-0.0362632152418831,-0.6851610155380863
0,-0.7618013345816622,-0.8443398187067421,-0.8344890209287655,-0.35094634445316436,-0.477983964064002,-0.060963654381779676,0,0,0,0,-0.28453088939887083,-0.3414517118974819,-0.8196192208111611,-0.5946658632415746,-0.6378579161861111,0,-1.2035770292351156,-0.1976037016602993,-0.2936828780275021,0,-2.608425068019503,1.7167167571114634,-1.2164629427836986
1,0.3595577229064997,0.547402352300045,0.8600069230277743,-0.35094634445316436,-0.477983964064002,-0.060963654381779676,0,0,0,0,-0.28453088939887083,-0.3414517118974819,-0.3251482140618963,2.3065220923944705,0.525631568275449,0,-0.2385320308265102,-0.1976037016602993,-0.2936828780275021,0,1.5593194792038207,1.4386971144808205,0.3774428389531385
0,-0.3458132971263763,1.1968820321032123,-0.7984359157382009,-0.35094634445316436,-0.477983964064002,-0.060963654381779676,0,0,0,0,-0.28453088939887083,-0.3414517118974819,-0.6547955518947396,-0.5946658632415746,2.270865794967789,0,-1.2035770292351156,-0.1976037016602993,-0.2936828780275021,1,0.013854124038164248,-1.2777340394321555,-0.6851610155380863
0,0.7755457603617856,-1.0299054415076472,2.2660780254597968,-1.0810731586322084,4.313593574307813,-1.2223212703546813,0,0,0,1,-0.28453088939887083,-0.3414517118974819,1.3230884751023197,0.26612616755153773,-0.6378579161861111,0,0.7493994102321018,-0.1976037016602993,-0.2936828780275021,0,0.8159744747314922,-0.24748297278739514,0.9087447661987509
