shannon_entropy,digit_ratio,sensitive_words,url_length,domain_length,num_params,special_chars,status
-1.7224959857388211,1.7611860105079955,-0.3414517118974819,-0.7618013345816622,-0.9371226301071948,-0.2845308893988708,-0.6547955518947396,1
0.7073865130880261,0.337858836784297,-0.3414517118974819,-0.0202574417265874,-0.7515570073062897,-0.2845308893988708,0.0044991237709469,0
-0.5974120975572498,-0.5946658632415746,-0.3414517118974819,-0.2915539878930782,0.2690539180986875,-0.2845308893988708,-0.4899718829783179,0
1.0354871940760295,0.3900802199857461,-0.3414517118974819,1.1553609249948726,0.4546195408995925,-0.2845308893988708,1.652735812935163,0
-0.5480811249315332,-0.5946658632415746,-0.3414517118974819,-0.5809369704706684,-0.1020773275031223,-0.2845308893988708,-0.6547955518947396,0
-0.1196761439880859,-0.5946658632415746,1.6682254595691597,-0.1830353694264818,-0.5659913845053847,-0.2845308893988708,0.0044991237709469,1
-1.017685057536074,-0.5946658632415746,-0.3414517118974819,-0.4362454791818733,-0.3804257617044798,-0.2845308893988708,-0.1603245451454747,1
-0.3734755011404626,-0.5946658632415746,-0.3414517118974819,-0.4905047884151714,0.36183672949914,-0.2845308893988708,-0.4899718829783179,0
-0.742343690481101,-0.5946658632415746,-0.3414517118974819,-0.5447640976484696,0.1762711066982351,-0.2845308893988708,-0.4899718829783179,0
-1.8987701063055349,-0.5946658632415746,-0.3414517118974819,-0.6171098432928671,-0.2876429503040273,-0.2845308893988708,-0.6547955518947396,0
1.6744126783789528,0.5385287089417631,-0.3414517118974819,0.3233848500843009,-0.2876429503040273,-0.2845308893988708,0.9934411372694766,0
-0.0277234508954512,-0.2606271647248445,-0.3414517118974819,0.1063476131511083,-1.0299054415076472,-0.2845308893988708,0.6637937994366334,0
-1.807159459547541,-0.5946658632415746,-0.3414517118974819,-0.7437148981705628,-0.9371226301071948,-0.2845308893988708,-0.6547955518947396,0
-0.5246474662320906,-0.5946658632415746,-0.3414517118974819,-0.2011218058375812,-0.1020773275031223,-0.2845308893988708,-0.1603245451454747,0
-0.8228410003904911,-0.5946658632415746,-0.3414517118974819,-0.472418352004072,-0.3804257617044798,-0.2845308893988708,-0.4899718829783179,0
-0.1838432024215499,-0.5946658632415746,-0.3414517118974819,-0.3819861699485751,0.9185335979018548,-0.2845308893988708,-0.4899718829783179,1
0.5430838742995219,1.6433934168205182,-0.3414517118974819,-0.3819861699485751,0.36183672949914,-0.2845308893988708,-0.4899718829783179,1
0.0461942571221785,-0.5946658632415746,-0.3414517118974819,-0.23729467865978,0.2690539180986875,-0.2845308893988708,-0.4899718829783179,0
-0.5055730714538731,0.0447796453475942,-0.3414517118974819,-0.472418352004072,0.6401851637004975,-0.2845308893988708,-0.6547955518947396,1
1.5019514112777363,1.5200358187068594,3.6779026310358014,1.1915337978170717,2.681407014510452,2.642731096045858,1.4879121440187415,1
